	Geneid	Gene symbol	Gene name	Fold Change	q-value (%)	Negative Fold Change
NM_007287	4311.0	MME	membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)	0.22348452	1.7079054	-4.474582848
NM_004995	4323.0	MMP14	matrix metallopeptidase 14 (membrane-inserted)	2.16821158	0.637618	
NM_176806	4338.0	MOCS2	molybdenum cofactor synthesis 2	2.06670899	2.5903232000000003	
NM_004531	4338.0	MOCS2	molybdenum cofactor synthesis 2	2.06670899	2.5903232000000003	
NM_183418	4338.0	MOCS2	molybdenum cofactor synthesis 2	2.06670899	2.5903232000000003	
NM_032332	84292.0	MORG1	mitogen-activated protein kinase organizer 1	2.48237267	1.4706181	
NM_002437	4358.0	MPV17	MpV17 transgene, murine homolog, glomerulosclerosis	2.47135806	0.637618	
NM_170739	65003.0	MRPL11	mitochondrial ribosomal protein L11	3.68951877	0.637618	
NM_016050	65003.0	MRPL11	mitochondrial ribosomal protein L11	3.48554527	0.637618	
NM_170738	65003.0	MRPL11	mitochondrial ribosomal protein L11	3.48554527	0.637618	
NM_002949	6182.0	MRPL12	mitochondrial ribosomal protein L12	2.14661806	3.9508566	
NM_032111	64928.0	MRPL14	mitochondrial ribosomal protein L14	1.99271633	3.797649	
NM_014161	29074.0	MRPL18	mitochondrial ribosomal protein L18	1.84406451	2.3697766	
NM_181515	219927.0	MRPL21	mitochondrial ribosomal protein L21	2.69646626	0.637618	
NM_181514	219927.0	MRPL21	mitochondrial ribosomal protein L21	2.69646626	0.637618	
NM_021134	6150.0	MRPL23	mitochondrial ribosomal protein L23	1.89515137	4.3199052	
NM_145729	79590.0	MRPL24	mitochondrial ribosomal protein L24	2.66510869	0.8855806	
NM_024540	79590.0	MRPL24	mitochondrial ribosomal protein L24	2.66510869	0.8855806	
NM_148570	51264.0	MRPL27	mitochondrial ribosomal protein L27	2.15077516	3.9508566	
NM_016504	51264.0	MRPL27	mitochondrial ribosomal protein L27	2.15077516	3.9508566	
NM_148571	51264.0	MRPL27	mitochondrial ribosomal protein L27	2.15077516	3.9508566	
NM_006428	10573.0	MRPL28	mitochondrial ribosomal protein L28	1.94199539	3.2351467	
NM_016491	51253.0	MRPL37	mitochondrial ribosomal protein L37	2.64631997	0.637618	
NM_015956	51073.0	MRPL4	mitochondrial ribosomal protein L4	1.98753231	3.3991674	
NM_146387	51073.0	MRPL4	mitochondrial ribosomal protein L4	1.98753231	3.3991674	
NM_032477	64975.0	MRPL41	mitochondrial ribosomal protein L41	2.31489036	2.1038158	
NM_016497	51258.0	MRPL51	mitochondrial ribosomal protein L51	2.25506599	2.4738185	
NM_181305	122704.0	MRPL52	mitochondrial ribosomal protein L52	2.38476625	1.0218237	
NM_181307	122704.0	MRPL52	mitochondrial ribosomal protein L52	2.4433583999999997	0.8855806	
NM_178336	122704.0	MRPL52	mitochondrial ribosomal protein L52	2.38476625	1.0218237	
NM_180982	122704.0	MRPL52	mitochondrial ribosomal protein L52	2.38476625	1.0218237	
NM_181306	122704.0	MRPL52	mitochondrial ribosomal protein L52	2.38476625	1.0218237	
NM_181304	122704.0	MRPL52	mitochondrial ribosomal protein L52	2.44211147	0.637618	
NM_053050	116540.0	MRPL53	mitochondrial ribosomal protein L53	1.9528462	3.6724242999999994	
NM_172251	116541.0	MRPL54	mitochondrial ribosomal protein L54	2.78791896	0.637618	
NM_181465	128308.0	MRPL55	mitochondrial ribosomal protein L55	1.9911166	3.9508566	
NM_181463	128308.0	MRPL55	mitochondrial ribosomal protein L55	1.9911166	3.9508566	
NM_181462	128308.0	MRPL55	mitochondrial ribosomal protein L55	1.9911166	3.9508566	
NM_181464	128308.0	MRPL55	mitochondrial ribosomal protein L55	1.9911166	3.9508566	
NM_181456	128308.0	MRPL55	mitochondrial ribosomal protein L55	1.9911166	3.9508566	
NM_181454	128308.0	MRPL55	mitochondrial ribosomal protein L55	1.9911166	3.9508566	
NM_181441	128308.0	MRPL55	mitochondrial ribosomal protein L55	1.9911166	3.9508566	
NM_181455	128308.0	MRPL55	mitochondrial ribosomal protein L55	1.9911166	3.9508566	
NM_022839	64963.0	MRPS11	mitochondrial ribosomal protein S11	1.88585243	3.9508566	
NM_176805	64963.0	MRPS11	mitochondrial ribosomal protein S11	1.88585243	3.9508566	
NM_033363	6183.0	MRPS12	mitochondrial ribosomal protein S12	3.04559283	0.637618	
NM_033362	6183.0	MRPS12	mitochondrial ribosomal protein S12	3.48835931	0.637618	
NM_031280	64960.0	MRPS15	mitochondrial ribosomal protein S15	1.8144247	4.3199052	
NM_016065	51021.0	MRPS16	mitochondrial ribosomal protein S16	2.78133991	0.637618	
NM_018135	55168.0	MRPS18A	mitochondrial ribosomal protein S18A	1.88312677	4.6110465	
NM_031901	54460.0	MRPS21	mitochondrial ribosomal protein S21	1.92001738	4.6110465	
NM_018997	54460.0	MRPS21	mitochondrial ribosomal protein S21	1.90353072	4.9341886	
NM_030811	64949.0	MRPS26	mitochondrial ribosomal protein S26	1.98308796	3.2351467	
NM_016071	51650.0	MRPS33	mitochondrial ribosomal protein S33	2.07128729	2.0161834	
NM_053035	51650.0	MRPS33	mitochondrial ribosomal protein S33	2.07128729	2.0161834	
NM_015971	51081.0	MRPS7	mitochondrial ribosomal protein S7	2.2622182	2.1038158	
NM_138777	92399.0	MRRF	mitochondrial ribosome recycling factor	2.0356999	4.6110465	
NM_199177	92399.0	MRRF	mitochondrial ribosome recycling factor	2.0356999	4.6110465	
NM_199176	92399.0	MRRF	mitochondrial ribosome recycling factor	2.0356999	4.6110465	
NM_000251	4436.0	MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	0.34819641	2.4912595	-2.8719423039999996
NM_198080	253827.0	MSRB3	methionine sulfoxide reductase B3	2.06899176	1.219488	
NM_032947	85027.0	MST150	MSTP150	2.34344014	3.2351467	
NM_018116	55154.0	MSTO1	misato homolog 1 (Drosophila)	1.94152654	3.3991674	
NM_014507	27349.0	MT	malonyl-CoA:acyl carrier protein transacylase, mitochondrial	1.8769161	2.4738185	
NM_173467	27349.0	MT	malonyl-CoA:acyl carrier protein transacylase, mitochondrial	1.8769161	2.4738185	
NM_015057	23077.0	MYCBP2	MYC binding protein 2	0.22011043	2.3206861	-4.543174079
NM_005964	4628.0	MYH10	myosin, heavy polypeptide 10, non-muscle	0.26382687	1.7079054	-3.7903644919999997
NM_002477	4636.0	MYL5	myosin, light polypeptide 5, regulatory	2.59032964	0.8369687	
NM_079423	4637.0	MYL6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	2.37899761	1.219488	
NM_021019	4637.0	MYL6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	2.37899761	1.219488	
NM_004999	4646.0	MYO6	myosin VI	0.39068442	2.4912595	-2.559610644
NM_018946	54187.0	NANS	N-acetylneuraminic acid synthase (sialic acid synthase)	2.22293472	2.4738185	
NM_012191	24142.0	NAT6	N-acetyltransferase 6	3.0209615000000003	0.637618	
NM_003743	8648.0	NCOA1	nuclear receptor coactivator 1	0.31765963	1.7079054	-3.1480235619999997
NM_147223	8648.0	NCOA1	nuclear receptor coactivator 1	0.31196878	1.7079054	-3.205448956
NM_147233	8648.0	NCOA1	nuclear receptor coactivator 1	0.31765963	1.7079054	-3.1480235619999997
NM_014071	23054.0	NCOA6	nuclear receptor coactivator 6	0.3679117	1.7079054	-2.718043487
NM_175614	126328.0	NDUFA11	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa	2.78807674	0.637618	
NM_015965	51079.0	NDUFA13	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13	2.8699216	1.0218237	
NM_002488	4695.0	NDUFA2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa	2.10095733	2.9727196	
NM_004542	4696.0	NDUFA3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	2.52213265	1.5613079	
NM_002490	4700.0	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	1.82104236	3.797649	
NM_005001	4701.0	NDUFA7	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa	2.63899974	0.8855806	
NM_004548	4716.0	NDUFB10	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa	2.1362335	2.3206861	
NM_004553	4726.0	NDUFS6	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)	1.9847466	3.797649	
NM_024407	374291.0	NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)	2.32427288	1.219488	
NM_002496	4728.0	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)	2.52600326	0.8855806	
NM_001001503	4731.0	NDUFV3	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	2.15104001	3.9508566	
NM_006156	4738.0	NEDD8	neural precursor cell expressed, developmentally down-regulated 8	2.50877482	0.637618	
NM_014397	10783.0	NEK6	NIMA (never in mitosis gene a)-related kinase 6	2.89262896	2.4738185	
NM_005863	10276.0	NET1	neuroepithelial cell transforming gene 1	5.14653983	0.8369687	
NM_001005474	64332.0	NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	0.10230577	1.7079054	-9.77461975
NM_031419	64332.0	NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	0.10230577	1.7079054	-9.77461975
NM_005008	4809.0	NHP2L1	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	1.95612352	2.9727196	
NM_001003796	4809.0	NHP2L1	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	1.95612352	2.9727196	
NM_133433	25836.0	NIPBL	Nipped-B homolog (Drosophila)	0.33218333	1.7079054	-3.010385861
NM_005600	4817.0	NIT1	nitrilase 1	2.24549698	0.637618	
NM_000269	4830.0	NME1	non-metastatic cells 1, protein (NM23A) expressed in	2.40107336	3.3991674	
NM_198175	4830.0	NME1	non-metastatic cells 1, protein (NM23A) expressed in	2.40107336	3.3991674	
NM_001018136	654364.0	NME1-NME2	NM23-LV	2.70890439	1.219488	
NM_005009	4833.0	NME4	non-metastatic cells 4, protein expressed in	1.9978268	4.3199052	
NM_015039	23057.0	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	1.67852503	3.753678	
NM_170706	23057.0	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	1.67852503	3.753678	
NM_003946	8996.0	NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)	2.07373291	3.797649	
NM_017838	55651.0	NOLA2	nucleolar protein family A, member 2 (H/ACA small nucleolar RNPs)	3.56216195	0.637618	
NM_018648	55505.0	NOLA3	nucleolar protein family A, member 3 (H/ACA small nucleolar RNPs)	2.11023394	3.9508566	
NM_017916	55011.0	NOP17	NOP17	2.07856711	2.3206861	
NM_015934	51602.0	NOP5/NOP58	nucleolar protein NOP5/NOP58	0.47742133	4.3199052	-2.094585929
NM_015953	51070.0	NOSIP	nitric oxide synthase interacting protein	3.06491027	0.637618	
NM_203458	388677.0	NOTCH2NL	Notch homolog 2 (Drosophila) N-terminal like	2.14342321	0.637618	
NM_006993	10360.0	NPM3	nucleophosmin/nucleoplasmin, 3	2.48522361	0.637618	
NM_000903	1728.0	NQO1	NAD(P)H dehydrogenase, quinone 1	3.14873446	0.637618	
NM_007121	7376.0	NR1H2	nuclear receptor subfamily 1, group H, member 2	2.08352368	3.753678	
NM_005693	10062.0	NR1H3	nuclear receptor subfamily 1, group H, member 3	2.44813166	4.6110465	
NM_173172	4929.0	NR4A2	nuclear receptor subfamily 4, group A, member 2	0.40260365	4.6110465	-2.483832424
NM_173173	4929.0	NR4A2	nuclear receptor subfamily 4, group A, member 2	0.40260365	4.6110465	-2.483832424
NM_006186	4929.0	NR4A2	nuclear receptor subfamily 4, group A, member 2	0.40260365	4.6110465	-2.483832424
NM_173171	4929.0	NR4A2	nuclear receptor subfamily 4, group A, member 2	0.40260365	4.6110465	-2.483832424
NM_002524	4893.0	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	2.51880741	0.637618	
NM_005010	4897.0	NRCAM	neuronal cell adhesion molecule	0.44906031	3.3991674	-2.226872377
NM_005011	4899.0	NRF1	nuclear respiratory factor 1	2.29659868	1.9982331000000002	
NM_013959	3084.0	NRG1	neuregulin 1	3.41443894	1.0218237	
NM_013962	3084.0	NRG1	neuregulin 1	3.41443894	1.0218237	
NM_013958	3084.0	NRG1	neuregulin 1	3.41443894	1.0218237	
NM_004495	3084.0	NRG1	neuregulin 1	0.55603769	4.9341886	-1.7984392390000001
NM_003873	8829.0	NRP1	neuropilin 1	0.18981477	3.2351467	-5.268293927
NM_145080	197370.0	NSMCE1	non-SMC element 1 homolog (S. cerevisiae)	2.78865783	0.8369687	
NM_016575	51559.0	NT5DC3	5'-nucleotidase domain containing 3	2.12759544	4.6110465	
NM_006179	4909.0	NTF5	neurotrophin 5 (neurotrophin 4/5)	2.79771967	1.9393426	
NM_002484	4682.0	NUBP1	nucleotide binding protein 1 (MinD homolog, E. coli)	2.1668053	3.9508566	
NM_012225	10101.0	NUBP2	nucleotide binding protein 2 (MinD homolog, E. coli)	2.1594092999999996	4.6110465	
NM_006600	10726.0	NUDC	nuclear distribution gene C homolog (A. nidulans)	1.82111594	3.9508566	
NM_032344	84304.0	NUDT22	nudix (nucleoside diphosphate linked moiety X)-type motif 22	2.32538573	0.637618	
NM_006703	11165.0	NUDT3	nudix (nucleoside diphosphate linked moiety X)-type motif 3	1.99215989	3.9508566	
NM_015135	23165.0	NUP205	nucleoporin 205kDa	0.47688847	2.9727196	-2.096926353
NM_007342	11097.0	NUPL2	nucleoporin like 2	0.37494395	1.7079054	-2.667065304
NM_013248	29107.0	NXT1	NTF2-like export factor 1	2.64667957	1.3001076	
NM_002537	4947.0	OAZ2	ornithine decarboxylase antizyme 2	1.84118817	4.9341886	
NM_001014446	132299.0	OCIAD2	OCIA domain containing 2	1.99476755	3.797649	
NM_002540	4957.0	ODF2	outer dense fiber of sperm tails 2	2.17135134	0.637618	
NM_003611	8481.0	OFD1	oral-facial-digital syndrome 1	0.43264634	2.3206861	-2.311356661
NM_016819	4968.0	OGG1	8-oxoguanine DNA glycosylase	3.59053734	0.637618	
NM_002542	4968.0	OGG1	8-oxoguanine DNA glycosylase	3.59053734	0.637618	
NM_016820	4968.0	OGG1	8-oxoguanine DNA glycosylase	3.59053734	0.637618	
NM_014182	29095.0	ORMDL2	ORM1-like 2 (S. cerevisiae)	2.16421728	2.4738185	
NM_032623	84709.0	OSAP	ovary-specific acidic protein	2.51406367	3.3991674	
NM_015550	26031.0	OSBPL3	oxysterol binding protein-like 3	0.26631261	2.0161834	-3.7549855410000004
NM_145322	26031.0	OSBPL3	oxysterol binding protein-like 3	0.26631261	2.0161834	-3.7549855410000004
NM_145320	26031.0	OSBPL3	oxysterol binding protein-like 3	0.26631261	2.0161834	-3.7549855410000004
NM_145321	26031.0	OSBPL3	oxysterol binding protein-like 3	0.26631261	2.0161834	-3.7549855410000004
NM_017807	55644.0	OSGEP	O-sialoglycoprotein endopeptidase	2.95555669	1.0218237	
NM_205767	125988.0	P117	hypothetical protein P117	2.35594422	1.9982331000000002	
NM_012385	26471.0	P8	p8 protein (candidate of metastasis 1)	3.51176075	0.637618	
NM_006191	5036.0	PA2G4	proliferation-associated 2G4, 38kDa	2.11507334	4.6110465	
NM_002573	5050.0	PAFAH1B3	platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa	2.22472513	3.9508566	
NM_000437	5051.0	PAFAH2	platelet-activating factor acetylhydrolase 2, 40kDa	1.93466661	2.6012277000000004	
NM_000919	5066.0	PAM	peptidylglycine alpha-amidating monooxygenase	0.39278185	3.9508566	-2.545942487
NM_138821	5066.0	PAM	peptidylglycine alpha-amidating monooxygenase	0.39278185	3.9508566	-2.545942487
NM_138766	5066.0	PAM	peptidylglycine alpha-amidating monooxygenase	0.39278185	3.9508566	-2.545942487
NM_138822	5066.0	PAM	peptidylglycine alpha-amidating monooxygenase	0.39278185	3.9508566	-2.545942487
NM_018109	55149.0	PAPD1	PAP associated domain containing 1	0.31107028	1.7079054	-3.2147076219999997
NM_018622	55486.0	PARL	presenilin associated, rhomboid-like	1.84741441	4.6110465	
NM_003884	8850.0	PCAF	p300/CBP-associated factor	0.26426232	2.3697766	-3.78411875
NM_000281	5092.0	PCBD1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1)	3.89094692	0.637618	
NM_018900	56147.0	PCDHA1	protocadherin alpha 1	0.42134188	1.9982331000000002	-2.373369578
NM_031411	56147.0	PCDHA1	protocadherin alpha 1	0.42134188	1.9982331000000002	-2.373369578
NM_031860	56139.0	PCDHA10	protocadherin alpha 10	0.42134188	1.9982331000000002	-2.373369578
NM_018902	56138.0	PCDHA11	protocadherin alpha 11	0.42134188	1.9982331000000002	-2.373369578
NM_018903	56137.0	PCDHA12	protocadherin alpha 12	0.42134188	1.9982331000000002	-2.373369578
NM_018904	56136.0	PCDHA13	protocadherin alpha 13	0.42134188	1.9982331000000002	-2.373369578
NM_018907	56144.0	PCDHA4	protocadherin alpha 4	0.42134188	1.9982331000000002	-2.373369578
NM_031849	56142.0	PCDHA6	protocadherin alpha 6	0.42134188	1.9982331000000002	-2.373369578
NM_018910	56141.0	PCDHA7	protocadherin alpha 7	0.42134188	1.9982331000000002	-2.373369578
NM_018911	56140.0	PCDHA8	protocadherin alpha 8	0.42134188	1.9982331000000002	-2.373369578
NM_031857	9752.0	PCDHA9	protocadherin alpha 9	0.42134188	1.9982331000000002	-2.373369578
NM_018898	56135.0	PCDHAC1	protocadherin alpha subfamily C, 1	0.42396016	1.7079054	-2.358712196
NM_015885	51585.0	PCF11	PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)	0.35460225	1.7079054	-2.8200610680000002
NM_006197	5108.0	PCM1	pericentriolar material 1	0.41872226	1.7079054	-2.388217908
NM_018257	55251.0	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	3.35842575	1.5613079	
NM_002861	5833.0	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	2.90083889	1.219488	
NM_005313	2923.0	PDIA3	protein disulfide isomerase family A, member 3	0.42911741	3.9508566	-2.33036455
NM_002612	5166.0	PDK4	pyruvate dehydrogenase kinase, isozyme 4	0.21504762	1.7079054	-4.65013284
NM_021630	64236.0	PDLIM2	PDZ and LIM domain 2 (mystique)	2.69225569	1.4567723	
NM_198042	64236.0	PDLIM2	PDZ and LIM domain 2 (mystique)	2.93836332	1.219488	
NM_003687	8572.0	PDLIM4	PDZ and LIM domain 4	1.86475158	2.9727196	
NM_005451	9260.0	PDLIM7	PDZ and LIM domain 7 (enigma)	2.52101608	0.637618	
NM_203352	9260.0	PDLIM7	PDZ and LIM domain 7 (enigma)	2.52101608	0.637618	
NM_005764	10158.0	PDZK1IP1	PDZK1 interacting protein 1	24.5352793	0.0	
NM_003768	8682.0	PEA15	phosphoprotein enriched in astrocytes 15	3.62628087	0.637618	
NM_007169	10400.0	PEMT	phosphatidylethanolamine N-methyltransferase	2.08838404	4.3199052	
NM_148173	10400.0	PEMT	phosphatidylethanolamine N-methyltransferase	2.08838404	4.3199052	
NM_148172	10400.0	PEMT	phosphatidylethanolamine N-methyltransferase	2.08838404	4.3199052	
NM_003630	8504.0	PEX3	peroxisomal biogenesis factor 3	0.39391458	2.6012277000000004	-2.538621444
NM_012394	5202.0	PFDN2	prefoldin subunit 2	2.20510976	0.637618	
NM_005022	5216.0	PFN1	profilin 1	2.98708623	0.637618	
NM_001002880	25776.0	PGEA1	PKD2 interactor, golgi and endoplasmic reticulum associated 1	2.41872024	0.637618	
NM_015373	25776.0	PGEA1	PKD2 interactor, golgi and endoplasmic reticulum associated 1	2.41872024	0.637618	
NM_002632	5228.0	PGF	placental growth factor, vascular endothelial growth factor-related protein	4.37036056	0.637618	
NM_012088	25796.0	PGLS	6-phosphogluconolactonase	2.7072467000000002	0.8369687	
NM_002634	5245.0	PHB	prohibitin	2.40169469	3.3991674	
NM_015153	23469.0	PHF3	PHD finger protein 3	0.39422099	1.7079054	-2.53664829
NM_032758	84844.0	PHF5A	PHD finger protein 5A	2.12011405	2.6012277000000004	
NM_017934	55023.0	PHIP	pleckstrin homology domain interacting protein	0.31596983	1.7079054	-3.164859126
NM_014172	29085.0	PHPT1	phosphohistidine phosphatase 1	1.86665596	3.9508566	
NM_006214	5264.0	PHYH	phytanoyl-CoA 2-hydroxylase	0.41295383	1.7079054	-2.421578219
NM_012260	26061.0	PHYH2	phytanoyl-CoA 2-hydroxylase 2	1.80206639	3.9508566	
NM_005482	10026.0	PIGK	phosphatidylinositol glycan, class K	0.26258756	1.7079054	-3.808253521
NM_006221	5300.0	PIN1	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting 1	2.76081665	1.5613079	
NM_017884	54984.0	PINX1	PIN2-interacting protein 1	2.10892328	3.753678	
NM_000297	5311.0	PKD2	polycystic kidney disease 2 (autosomal dominant)	0.31443423	3.2351467	-3.180315324
NM_003561	8399.0	PLA2G10	phospholipase A2, group X	0.12910211	1.7079054	-7.745806787999999
NM_005084	7941.0	PLA2G7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	3.48017398	0.637618	
NM_033011	5327.0	PLAT	plasminogen activator, tissue	4.28421605	3.797649	
NM_000930	5327.0	PLAT	plasminogen activator, tissue	4.28421605	3.797649	
NM_000931	5327.0	PLAT	plasminogen activator, tissue	4.28421605	3.797649	
NM_024310	79156.0	PLEKHF1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	2.38345103	3.753678	
NM_015432	25894.0	PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	0.34544062	4.6110465	-2.894853535
NM_007254	11284.0	PNKP	polynucleotide kinase 3'-phosphatase	2.69531677	0.637618	
NM_004650	8228.0	PNPLA4	patatin-like phospholipase domain containing 4	2.09378222	1.219488	
NM_006230	5425.0	POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa	3.25697865	0.8855806	
NM_021173	57804.0	POLD4	polymerase (DNA-directed), delta 4	3.04684409	0.637618	
NM_017443	54107.0	POLE3	polymerase (DNA directed), epsilon 3 (p17 subunit)	2.34647233	2.6012277000000004	
NM_019896	56655.0	POLE4	polymerase (DNA-directed), epsilon 4 (p12 subunit)	3.5192197999999997	0.637618	
NM_004875	9533.0	POLR1C	polymerase (RNA) I polypeptide C, 30kDa	2.22500979	0.637618	
NM_004805	5433.0	POLR2D	polymerase (RNA) II (DNA directed) polypeptide D	2.41075307	1.219488	
NM_021974	5435.0	POLR2F	polymerase (RNA) II (DNA directed) polypeptide F	2.48639732	1.4567723	
NM_006232	5437.0	POLR2H	polymerase (RNA) II (DNA directed) polypeptide H	2.16454526	2.3206861	
NM_006233	5438.0	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	2.40121767	1.4706181	
NM_006234	5439.0	POLR2J	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa	3.28710634	0.637618	
NM_021128	5441.0	POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa	2.37011645	0.8369687	
NM_001722	661.0	POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	2.55127939	0.637618	
NM_152992	22932.0	POMZP3	POM (POM121 homolog, rat) and ZP3 fusion	2.42747192	0.637618	
NM_012230	22932.0	POMZP3	POM (POM121 homolog, rat) and ZP3 fusion	2.61943196	0.637618	
NM_022361	64208.0	POPDC3	popeye domain containing 3	2.2664357999999996	2.3206861	
NM_002697	5451.0	POU2F1	POU domain, class 2, transcription factor 1	0.3729716	4.6110465	-2.68116929
NM_203453	403313.0	PPAPDC2	phosphatidic acid phosphatase type 2 domain containing 2	0.47182596	3.6724242999999994	-2.119425561
NM_002704	5473.0	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	3.71969709	2.3206861	
NM_021823	60490.0	PPCDC	phosphopantothenoylcysteine decarboxylase	2.72012436	2.1038158	
NM_024664	79717.0	PPCS	phosphopantothenoylcysteine synthetase	1.84586633	4.6110465	
NM_203457	10450.0	PPIE	peptidylprolyl isomerase E (cyclophilin E)	1.98473413	3.9508566	
NM_203456	10450.0	PPIE	peptidylprolyl isomerase E (cyclophilin E)	2.10521721	3.797649	
NM_006112	10450.0	PPIE	peptidylprolyl isomerase E (cyclophilin E)	1.98473413	3.9508566	
NM_206873	5499.0	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform	2.31688365	3.9508566	
NM_001008709	5499.0	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform	2.31688365	3.9508566	
NM_002708	5499.0	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform	2.31688365	3.9508566	
NM_021959	6992.0	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	2.29290406	1.219488	
NM_170781	6992.0	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	2.29290406	1.219488	
NM_017607	54776.0	PPP1R12C	protein phosphatase 1, regulatory (inhibitor) subunit 12C	1.97739839	3.2351467	
NM_002712	5510.0	PPP1R7	protein phosphatase 1, regulatory subunit 7	2.12254342	3.6724242999999994	
NM_181675	5521.0	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform	3.17664374	1.9982331000000002	
NM_004576	5521.0	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform	3.17664374	1.9982331000000002	
NM_181678	5521.0	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform	3.17664374	1.9982331000000002	
NM_181676	5521.0	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform	3.17664374	1.9982331000000002	
NM_181677	5521.0	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform	3.17664374	1.9982331000000002	
NM_181674	5521.0	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform	3.17664374	1.9982331000000002	
NM_005710	10084.0	PQBP1	polyglutamine binding protein 1	2.17260735	3.797649	
NM_005973	5546.0	PRCC	papillary renal cell carcinoma (translocation-associated)	1.93521167	3.6724242999999994	
NM_199416	5546.0	PRCC	papillary renal cell carcinoma (translocation-associated)	1.93521167	3.6724242999999994	
NM_012094	25824.0	PRDX5	peroxiredoxin 5	2.63454899	0.637618	
NM_181652	25824.0	PRDX5	peroxiredoxin 5	2.4913803	1.4706181	
NM_181651	25824.0	PRDX5	peroxiredoxin 5	2.22615912	2.5903232000000003	
NM_013388	10113.0	PREB	prolactin regulatory element binding	2.42343879	2.1038158	
NM_212461	5571.0	PRKAG1	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	2.25284109	2.5903232000000003	
NM_002733	5571.0	PRKAG1	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	2.25284109	2.5903232000000003	
NM_002742	5587.0	PRKD1	protein kinase D1	0.28771843	3.797649	-3.475620244
NM_005044	5613.0	PRKX	protein kinase, X-linked	2.40466764	0.637618	
NM_198318	3276.0	PRMT1	protein arginine methyltransferase 1	2.35470088	3.753678	
NM_001536	3276.0	PRMT1	protein arginine methyltransferase 1	2.35470088	3.753678	
NM_198319	3276.0	PRMT1	protein arginine methyltransferase 1	2.35470088	3.753678	
NM_001535	3275.0	PRMT2	protein arginine methyltransferase 2	3.37392306	0.637618	
